genotype,environment,predicted,full_nearest_distance,full_nearest_percentile,full_max_training_kernel_similarity,support_group,reliability_state,control_half_width_90,adaptive_half_width_90,calibration_source,control_lower_90,control_upper_90,adaptive_lower_90,adaptive_upper_90,control_rule,adaptive_rule,control_quantile_level,adaptive_quantile_level,calibration_feedback_state,test_year,model,horizon,genotype_support_state,environment_input_state,support_boundary_uses_outcome,observed_values_accessed,observed,official_answer_key_present,control_covered_90,control_interval_score_90,adaptive_covered_90,adaptive_interval_score_90
W10004_0822/PHP02,MIH1_2024,10.7341766357,1.61883671258,0.330882352941,0.957003135916,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.38246922417,15.0858840473,5.59294727526,15.8754059962,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.62616023,True,True,8.70341482313,True,10.28245872094
W10004_0858/PHP02,MIH1_2024,10.5375108719,1.61883671258,0.330882352941,0.957003135916,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.18580346031,14.8892182835,5.3962815114,15.6787402324,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.67211734,True,True,8.70341482319,True,10.282458721
W10004_0859/PHP02,MIH1_2024,10.7872390747,1.61883671258,0.330882352941,0.957003135916,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.43553166313,15.1389464863,5.64600971422,15.9284684352,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.95281369,True,True,8.70341482317,True,10.28245872098
W10004_0866/PHP02,MIH1_2024,10.4671134949,1.61883671258,0.330882352941,0.957003135916,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.1154060833,14.8188209064,5.32588413439,15.6083428554,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.184736348,True,True,8.7034148231,True,10.28245872101
W10004_0949/PHP02,MIH1_2024,10.8576574326,1.61883671258,0.330882352941,0.957003135916,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.50595002098,15.2093648441,5.71642807207,15.998886793,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.49992155,True,True,8.70341482312,True,10.28245872093
W10004_1014/PHP02,MIH1_2024,10.5589990616,1.61883671258,0.330882352941,0.957003135916,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.20729165001,14.9107064732,5.4177697011,15.7002284221,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,13.81432844,True,True,8.703414823189998,True,10.282458721000001
W10004_1018/PHP02,MIH1_2024,10.9072628021,1.61883671258,0.330882352941,0.957003135916,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.55555539055,15.2589702137,5.76603344164,16.0484921626,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.50409004,True,True,8.703414823149998,True,10.282458720959998
W10004_1032/PHP02,MIH1_2024,10.7253684998,1.61883671258,0.330882352941,0.957003135916,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.37366108818,15.0770759113,5.58413913927,15.8665978602,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.79348522,True,True,8.70341482312,True,10.28245872093
W10004_1080/PHP02,MIH1_2024,10.790605545,1.61883671258,0.330882352941,0.957003135916,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.43889813347,15.1423129566,5.64937618456,15.9318349055,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,13.20515896,True,True,8.70341482313,True,10.28245872094
B14A/H95,MOH1_2024,7.43737030029,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.08566288872,11.7890777119,2.29614093981,12.5785996608,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,8.898123359,True,True,8.70341482318,True,10.28245872099
B14A/MO17,MOH1_2024,7.21693611145,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.86522869988,11.568643523,2.07570675096,12.3581654719,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.99120514,True,True,8.703414823120001,True,10.28245872094
B14A/OH43,MOH1_2024,6.90447568893,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.55276827736,11.2561831005,1.76324632845,12.0457050494,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.10675366,True,True,8.70341482314,True,10.28245872095
B37/H95,MOH1_2024,7.26737070084,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.91566328926,11.6190781124,2.12614134035,12.4086000613,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.78723029,True,True,8.703414823140001,True,10.28245872095
B37/MO17,MOH1_2024,7.0774064064,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.72569899483,11.429113818,1.93617704592,12.2186357669,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.12656171,True,True,8.70341482317,True,10.28245872098
B37/OH43,MOH1_2024,6.72659254074,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.37488512917,11.0782999523,1.58536318026,11.8678219012,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.62351113,True,True,8.70341482313,True,10.28245872094
B73/MO17,MOH1_2024,7.56786060333,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.21615319176,11.9195680149,2.42663124285,12.7090899638,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.68920096,True,True,8.70341482314,True,10.28245872095
B73/PHK76,MOH1_2024,8.84185314178,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.49014573021,13.1935605534,3.7006237813,13.9830825023,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.23074913,True,True,8.703414823189998,True,10.282458721000001
B73/PHM49,MOH1_2024,8.65540790558,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.30370049401,13.0071153172,3.51417854509,13.7966372661,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.74368541,True,True,8.70341482319,True,10.282458721009998
B73/PHN82,MOH1_2024,8.85297870636,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.50127129479,13.2046861179,3.71174934587,13.9942080668,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.37820083,True,True,8.703414823109998,True,10.28245872093
B73/PHZ51,MOH1_2024,7.78592538834,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.43421797676,12.1376327999,2.64469602785,12.9271547488,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,6.249958907,True,True,8.703414823140001,True,10.28245872095
CG119/CG108,MOH1_2024,7.06512975693,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.71342234536,11.4168371685,1.92390039644,12.2063591174,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,6.701823386,True,True,8.703414823140001,True,10.28245872096
CG44/CGR01,MOH1_2024,7.43185520172,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.08014779015,11.7835626133,2.29062584124,12.5730845622,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,8.225659692,True,True,8.703414823150002,True,10.282458720960001
F42/H95,MOH1_2024,7.69755649567,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.34584908409,12.0492639072,2.55632713518,12.8387858562,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.77178157,True,True,8.70341482311,True,10.28245872102
F42/MO17,MOH1_2024,7.53504705429,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.18333964272,11.8867544659,2.3938176938,12.6762764148,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,8.399261841,True,True,8.70341482318,True,10.282458721000001
F42/OH43,MOH1_2024,7.19509935379,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.84339194222,11.5468067654,2.0538699933,12.3363287143,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,6.174457222,True,True,8.70341482318,True,10.282458721000001
LH145/LH82,MOH1_2024,6.18446493149,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,1.83275751992,10.5361723431,1.043235571,11.325694292,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.29830383,True,True,8.703414823180001,True,10.282458721
LH195/MO17,MOH1_2024,7.43654727936,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.08483986779,11.7882546909,2.29531791887,12.5777766398,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.47688427,True,False,22.476006405109977,True,10.28245872093
LH195/PHK76,MOH1_2024,8.70330429077,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.3515968792,13.0550117023,3.56207493029,13.8445336513,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,8.335169738,True,True,8.703414823100001,True,10.28245872101
LH195/PHN82,MOH1_2024,8.71227645874,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.36056904717,13.0639838703,3.57104709825,13.8535058192,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,8.316654395,True,True,8.70341482313,True,10.28245872095
LH195/PHZ51,MOH1_2024,7.6454782486,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.29377083702,11.9971856602,2.50424888811,12.7867076091,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.434728869,True,True,8.70341482318,True,10.28245872099
LH244/MO17,MOH1_2024,7.26924800873,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.91754059716,11.6209554203,2.12801864824,12.4104773692,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.24171453,True,True,8.70341482314,True,10.282458720960001
LH244/PHK76,MOH1_2024,8.59945583344,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.24774842186,12.951163245,3.45822647295,13.7406851939,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.855724164,True,True,8.703414823140001,True,10.28245872095
LH244/PHN82,MOH1_2024,8.61545372009,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.26374630852,12.9671611317,3.47422435961,13.7566830806,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,6.742432497,True,True,8.70341482318,True,10.28245872099
LH244/PHZ51,MOH1_2024,7.55072021484,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.19901280327,11.9024276264,2.40949085436,12.6919495753,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.562023415,True,True,8.70341482313,True,10.282458720940001
LH74/PHN82,MOH1_2024,8.71986675262,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.36815934105,13.0715741642,3.57863739214,13.8610961131,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.717180339,True,True,8.703414823149998,True,10.282458720960001
PHB47/MO17,MOH1_2024,6.63593530655,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.28422789498,10.9876427181,1.49470594606,11.777164667,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.528424224,True,True,8.70341482312,True,10.28245872094
PHB47/PHK76,MOH1_2024,7.90167140961,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.54996399803,12.2533788212,2.76044204912,13.0429007701,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,4.222939167,True,True,8.70341482317,True,10.28245872098
PHB47/PHN82,MOH1_2024,7.91024589539,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.55853848381,12.261953307,2.7690165349,13.0514752559,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.249139783,True,True,8.70341482319,True,10.282458721
PHB47/PHZ51,MOH1_2024,6.84188365936,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,2.49017624779,11.1935910709,1.70065429888,11.9831130198,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.0094055,True,True,8.70341482311,True,10.28245872092
PHG29/PHG47,MOH1_2024,7.81940460205,1.99102751539,0.455882352941,0.935681260619,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.46769719048,12.1711120136,2.67817524156,12.9606339625,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,8.492835532,True,True,8.70341482312,True,10.28245872094
